airport,iana_timezone,source
ILM,America/New_York,OpenFlights airports.dat
ILN,America/New_York,OpenFlights airports.dat
ILO,Asia/Manila,OpenFlights airports.dat
ILP,Pacific/Noumea,OpenFlights airports.dat
ILQ,America/Lima,OpenFlights airports.dat
ILR,Africa/Lagos,OpenFlights airports.dat
ILU,Africa/Nairobi,OpenFlights airports.dat
ILY,Europe/London,OpenFlights airports.dat
ILZ,Europe/Bratislava,OpenFlights airports.dat
IMB,America/Guyana,OpenFlights airports.dat
IMF,Asia/Calcutta,OpenFlights airports.dat
IMK,Asia/Katmandu,OpenFlights airports.dat
IMM,America/New_York,OpenFlights airports.dat
IMP,America/Fortaleza,OpenFlights airports.dat
IMT,America/Chicago,OpenFlights airports.dat
IND,America/New_York,OpenFlights airports.dat
ING,America/Argentina/Rio_Gallegos,OpenFlights airports.dat
INH,Africa/Maputo,OpenFlights airports.dat
INI,Europe/Belgrade,OpenFlights airports.dat
INK,America/Chicago,OpenFlights airports.dat
INL,America/Chicago,OpenFlights airports.dat
INN,Europe/Vienna,OpenFlights airports.dat
INO,Africa/Kinshasa,OpenFlights airports.dat
INQ,Europe/Dublin,OpenFlights airports.dat
INS,America/Los_Angeles,OpenFlights airports.dat
INT,America/New_York,OpenFlights airports.dat
INU,Pacific/Nauru,OpenFlights airports.dat
INV,Europe/London,OpenFlights airports.dat
INW,America/Phoenix,OpenFlights airports.dat
INZ,Africa/Algiers,OpenFlights airports.dat
IOA,Europe/Athens,OpenFlights airports.dat
IOM,Europe/Isle_of_Man,OpenFlights airports.dat
IOR,Europe/Dublin,OpenFlights airports.dat
IOS,America/Fortaleza,OpenFlights airports.dat
IOW,America/Chicago,OpenFlights airports.dat
IPA,Pacific/Efate,OpenFlights airports.dat
IPC,Pacific/Easter,OpenFlights airports.dat
IPH,Asia/Kuala_Lumpur,OpenFlights airports.dat
IPI,America/Bogota,OpenFlights airports.dat
IPL,America/Los_Angeles,OpenFlights airports.dat
IPN,America/Sao_Paulo,OpenFlights airports.dat
IPT,America/New_York,OpenFlights airports.dat
IQA,Asia/Baghdad,OpenFlights airports.dat
IQM,Asia/Shanghai,OpenFlights airports.dat
IQN,Asia/Shanghai,OpenFlights airports.dat
IQQ,America/Santiago,OpenFlights airports.dat
IQT,America/Lima,OpenFlights airports.dat
IRA,Pacific/Guadalcanal,OpenFlights airports.dat
IRB,America/Chicago,OpenFlights airports.dat
IRC,America/Anchorage,OpenFlights airports.dat
IRD,Asia/Dhaka,OpenFlights airports.dat
IRG,Australia/Brisbane,OpenFlights airports.dat
IRI,Africa/Dar_es_Salaam,OpenFlights airports.dat
IRJ,America/Argentina/La_Rioja,OpenFlights airports.dat
IRK,America/Chicago,OpenFlights airports.dat
IRP,Africa/Lubumbashi,OpenFlights airports.dat
IRZ,America/Boa_Vista,OpenFlights airports.dat
ISA,Australia/Brisbane,OpenFlights airports.dat
ISC,Europe/London,OpenFlights airports.dat
ISE,Europe/Istanbul,OpenFlights airports.dat
ISG,Asia/Tokyo,OpenFlights airports.dat
ISJ,America/Cancun,OpenFlights airports.dat
ISK,Asia/Calcutta,OpenFlights airports.dat
ISL,Europe/Istanbul,OpenFlights airports.dat
ISM,America/New_York,OpenFlights airports.dat
ISN,America/Chicago,OpenFlights airports.dat
ISO,America/New_York,OpenFlights airports.dat
ISP,America/New_York,OpenFlights airports.dat
ISU,Asia/Baghdad,OpenFlights airports.dat
ISW,America/Chicago,OpenFlights airports.dat
ITA,America/Boa_Vista,OpenFlights airports.dat
ITB,America/Belem,OpenFlights airports.dat
ITH,America/New_York,OpenFlights airports.dat
ITM,Asia/Tokyo,OpenFlights airports.dat
ITO,Pacific/Honolulu,OpenFlights airports.dat
ITR,America/Sao_Paulo,OpenFlights airports.dat
IUE,Pacific/Niue,OpenFlights airports.dat
IVA,Indian/Antananarivo,OpenFlights airports.dat
IVC,Pacific/Auckland,OpenFlights airports.dat
IVL,Europe/Helsinki,OpenFlights airports.dat
IVR,Australia/Sydney,OpenFlights airports.dat
IWA,Europe/Moscow,OpenFlights airports.dat
IWJ,Asia/Tokyo,OpenFlights airports.dat
IWO,Asia/Tokyo,OpenFlights airports.dat
IWS,America/Chicago,OpenFlights airports.dat
IXA,Asia/Calcutta,OpenFlights airports.dat
IXB,Asia/Calcutta,OpenFlights airports.dat
IXC,Asia/Calcutta,OpenFlights airports.dat
IXD,Asia/Calcutta,OpenFlights airports.dat
IXE,Asia/Calcutta,OpenFlights airports.dat
IXG,Asia/Calcutta,OpenFlights airports.dat
IXH,Asia/Calcutta,OpenFlights airports.dat
IXI,Asia/Calcutta,OpenFlights airports.dat
IXJ,Asia/Calcutta,OpenFlights airports.dat
IXK,Asia/Calcutta,OpenFlights airports.dat
IXL,Asia/Calcutta,OpenFlights airports.dat
IXM,Asia/Calcutta,OpenFlights airports.dat
IXP,Asia/Calcutta,OpenFlights airports.dat
IXR,Asia/Calcutta,OpenFlights airports.dat
IXS,Asia/Calcutta,OpenFlights airports.dat
IXU,Asia/Calcutta,OpenFlights airports.dat
IXV,Asia/Calcutta,OpenFlights airports.dat
IXW,Asia/Calcutta,OpenFlights airports.dat
IXY,Asia/Calcutta,OpenFlights airports.dat
IXZ,Asia/Calcutta,OpenFlights airports.dat
IYK,America/Los_Angeles,OpenFlights airports.dat
IZA,America/Sao_Paulo,OpenFlights airports.dat
IZO,Asia/Tokyo,OpenFlights airports.dat
IZT,America/Mexico_City,OpenFlights airports.dat
JAA,Asia/Kabul,OpenFlights airports.dat
JAB,Australia/Darwin,OpenFlights airports.dat
JAC,America/Denver,OpenFlights airports.dat
JAD,Australia/Perth,OpenFlights airports.dat
JAF,Asia/Colombo,OpenFlights airports.dat
JAG,Asia/Karachi,OpenFlights airports.dat
JAI,Asia/Calcutta,OpenFlights airports.dat
JAK,America/Port-au-Prince,OpenFlights airports.dat
JAL,America/Mexico_City,OpenFlights airports.dat
JAN,America/Chicago,OpenFlights airports.dat
JAP,America/Costa_Rica,OpenFlights airports.dat
JAR,Asia/Tehran,OpenFlights airports.dat
JAU,America/Lima,OpenFlights airports.dat
JAV,America/Godthab,OpenFlights airports.dat
JAX,America/New_York,OpenFlights airports.dat
JBQ,America/Santo_Domingo,OpenFlights airports.dat
JBR,America/Chicago,OpenFlights airports.dat
JCB,America/Sao_Paulo,OpenFlights airports.dat
JCH,America/Godthab,OpenFlights airports.dat
JCI,America/Chicago,OpenFlights airports.dat
JCK,Australia/Brisbane,OpenFlights airports.dat
JCR,America/Belem,OpenFlights airports.dat
JDF,America/Sao_Paulo,OpenFlights airports.dat
JDG,Asia/Seoul,OpenFlights airports.dat
JDH,Asia/Calcutta,OpenFlights airports.dat
JDO,America/Fortaleza,OpenFlights airports.dat
JDZ,Asia/Shanghai,OpenFlights airports.dat
JED,Asia/Riyadh,OpenFlights airports.dat
JEE,America/Port-au-Prince,OpenFlights airports.dat
JEF,America/Chicago,OpenFlights airports.dat
JEG,America/Godthab,OpenFlights airports.dat
JER,Europe/Jersey,OpenFlights airports.dat
JFK,America/New_York,OpenFlights airports.dat
JFR,America/Godthab,OpenFlights airports.dat
JGA,Asia/Calcutta,OpenFlights airports.dat
JGD,Asia/Shanghai,OpenFlights airports.dat
JGN,Asia/Shanghai,OpenFlights airports.dat
JGO,America/Godthab,OpenFlights airports.dat
JGS,Asia/Shanghai,OpenFlights airports.dat
JHB,Asia/Kuala_Lumpur,OpenFlights airports.dat
JHG,Asia/Shanghai,OpenFlights airports.dat
JHM,Pacific/Honolulu,OpenFlights airports.dat
JHQ,Australia/Brisbane,OpenFlights airports.dat
JHS,America/Godthab,OpenFlights airports.dat
JHW,America/New_York,OpenFlights airports.dat
JIB,Africa/Djibouti,OpenFlights airports.dat
JIJ,Africa/Addis_Ababa,OpenFlights airports.dat
JIK,Europe/Athens,OpenFlights airports.dat
JIM,Africa/Addis_Ababa,OpenFlights airports.dat
JIQ,Asia/Shanghai,OpenFlights airports.dat
JIU,Asia/Shanghai,OpenFlights airports.dat
JIW,Asia/Karachi,OpenFlights airports.dat
JJI,America/Lima,OpenFlights airports.dat
JJM,Africa/Nairobi,OpenFlights airports.dat
JJN,Asia/Shanghai,OpenFlights airports.dat
JJU,America/Godthab,OpenFlights airports.dat
JKG,Europe/Stockholm,OpenFlights airports.dat
JKH,Europe/Athens,OpenFlights airports.dat
JKL,Europe/Athens,OpenFlights airports.dat
JKR,Asia/Katmandu,OpenFlights airports.dat
JLN,America/Chicago,OpenFlights airports.dat
JLR,Asia/Calcutta,OpenFlights airports.dat
JMK,Europe/Athens,OpenFlights airports.dat
JMO,Asia/Katmandu,OpenFlights airports.dat
JMS,America/Chicago,OpenFlights airports.dat
JMU,Asia/Shanghai,OpenFlights airports.dat
JNB,Africa/Johannesburg,OpenFlights airports.dat
JNG,Asia/Shanghai,OpenFlights airports.dat
JNI,America/Buenos_Aires,OpenFlights airports.dat
JNN,America/Godthab,OpenFlights airports.dat
JNS,America/Godthab,OpenFlights airports.dat
JNU,America/Anchorage,OpenFlights airports.dat
JNX,Europe/Athens,OpenFlights airports.dat
JNZ,Asia/Shanghai,OpenFlights airports.dat
JOE,Europe/Helsinki,OpenFlights airports.dat
JOG,Asia/Jakarta,OpenFlights airports.dat
JOH,Africa/Johannesburg,OpenFlights airports.dat
JOI,America/Sao_Paulo,OpenFlights airports.dat
JOK,Europe/Moscow,OpenFlights airports.dat
JOL,Asia/Manila,OpenFlights airports.dat
JON,Pacific/Johnston,OpenFlights airports.dat
JOS,Africa/Lagos,OpenFlights airports.dat
JOT,America/Chicago,OpenFlights airports.dat
JPA,America/Fortaleza,OpenFlights airports.dat
JPR,America/Boa_Vista,OpenFlights airports.dat
JQA,America/Godthab,OpenFlights airports.dat
JQE,America/Panama,OpenFlights airports.dat
JRA,America/New_York,OpenFlights airports.dat
JRB,America/New_York,OpenFlights airports.dat
JRF,Pacific/Honolulu,OpenFlights airports.dat
JRH,Asia/Calcutta,OpenFlights airports.dat
JRO,Africa/Dar_es_Salaam,OpenFlights airports.dat
JSA,Asia/Calcutta,OpenFlights airports.dat
JSH,Europe/Athens,OpenFlights airports.dat
JSI,Europe/Athens,OpenFlights airports.dat
JSM,America/Catamarca,OpenFlights airports.dat
JSR,Asia/Dhaka,OpenFlights airports.dat
JST,America/New_York,OpenFlights airports.dat
JSU,America/Godthab,OpenFlights airports.dat
JSY,Europe/Athens,OpenFlights airports.dat
JTC,America/Sao_Paulo,OpenFlights airports.dat
JTR,Europe/Athens,OpenFlights airports.dat
JTY,Europe/Athens,OpenFlights airports.dat
JUB,Africa/Juba,OpenFlights airports.dat
JUH,Asia/Shanghai,OpenFlights airports.dat
JUI,Europe/Berlin,OpenFlights airports.dat
JUJ,America/Jujuy,OpenFlights airports.dat
JUL,America/Lima,OpenFlights airports.dat
JUM,Asia/Katmandu,OpenFlights airports.dat
JUV,America/Godthab,OpenFlights airports.dat
JUZ,Asia/Shanghai,OpenFlights airports.dat
JVA,Indian/Antananarivo,OpenFlights airports.dat
JVL,America/Chicago,OpenFlights airports.dat
JWA,Africa/Gaborone,OpenFlights airports.dat
JWN,Asia/Tehran,OpenFlights airports.dat
JXA,Asia/Shanghai,OpenFlights airports.dat
JXN,America/New_York,OpenFlights airports.dat
JYR,Asia/Tehran,OpenFlights airports.dat
JYV,Europe/Helsinki,OpenFlights airports.dat
JZH,Asia/Shanghai,OpenFlights airports.dat
KAA,Africa/Lusaka,OpenFlights airports.dat
KAB,Africa/Harare,OpenFlights airports.dat
KAC,Asia/Damascus,OpenFlights airports.dat
KAD,Africa/Lagos,OpenFlights airports.dat
KAG,Asia/Seoul,OpenFlights airports.dat
KAI,America/Guyana,OpenFlights airports.dat
KAJ,Europe/Helsinki,OpenFlights airports.dat
KAL,America/Anchorage,OpenFlights airports.dat
KAN,Africa/Lagos,OpenFlights airports.dat
KAO,Europe/Helsinki,OpenFlights airports.dat
KAR,America/Guyana,OpenFlights airports.dat
KAT,Pacific/Auckland,OpenFlights airports.dat
KAU,Europe/Helsinki,OpenFlights airports.dat
KAW,Asia/Rangoon,OpenFlights airports.dat
KAX,Australia/Perth,OpenFlights airports.dat
KBL,Asia/Kabul,OpenFlights airports.dat
KBP,Europe/Kiev,OpenFlights airports.dat
KBQ,Africa/Blantyre,OpenFlights airports.dat
KBR,Asia/Kuala_Lumpur,OpenFlights airports.dat
KBS,Africa/Freetown,OpenFlights airports.dat
KBV,Asia/Bangkok,OpenFlights airports.dat
KBZ,Pacific/Auckland,OpenFlights airports.dat
KCA,Asia/Shanghai,OpenFlights airports.dat
KCH,Asia/Kuala_Lumpur,OpenFlights airports.dat
KCK,Asia/Irkutsk,OpenFlights airports.dat
KCM,Europe/Istanbul,OpenFlights airports.dat
KCO,Europe/Istanbul,OpenFlights airports.dat
KCT,Asia/Colombo,OpenFlights airports.dat
KCZ,Asia/Tokyo,OpenFlights airports.dat
KDD,Asia/Karachi,OpenFlights airports.dat
KDH,Asia/Kabul,OpenFlights airports.dat
KDI,Asia/Makassar,OpenFlights airports.dat
KDL,Europe/Tallinn,OpenFlights airports.dat
KDM,Indian/Maldives,OpenFlights airports.dat
KDO,Indian/Maldives,OpenFlights airports.dat
KDT,Asia/Bangkok,OpenFlights airports.dat
KDU,Asia/Karachi,OpenFlights airports.dat
KDV,Pacific/Fiji,OpenFlights airports.dat
KDX,Africa/Khartoum,OpenFlights airports.dat
KDY,Asia/Yakutsk,OpenFlights airports.dat
KED,Africa/Nouakchott,OpenFlights airports.dat
KEF,Atlantic/Reykjavik,OpenFlights airports.dat
KEJ,Asia/Krasnoyarsk,OpenFlights airports.dat
KEL,Europe/Berlin,OpenFlights airports.dat
KEM,Europe/Helsinki,OpenFlights airports.dat
KEN,Africa/Freetown,OpenFlights airports.dat
KEP,Asia/Katmandu,OpenFlights airports.dat
KER,Asia/Tehran,OpenFlights airports.dat
KET,Asia/Rangoon,OpenFlights airports.dat
KEV,Europe/Helsinki,OpenFlights airports.dat
KEW,America/Winnipeg,OpenFlights airports.dat
KEY,Africa/Nairobi,OpenFlights airports.dat
KFA,Africa/Nouakchott,OpenFlights airports.dat
KFE,Australia/Perth,OpenFlights airports.dat
KFG,Australia/Darwin,OpenFlights airports.dat
KFP,America/Anchorage,OpenFlights airports.dat
KFS,Europe/Istanbul,OpenFlights airports.dat
KGA,Africa/Lubumbashi,OpenFlights airports.dat
KGC,Australia/Adelaide,OpenFlights airports.dat
KGD,Europe/Kaliningrad,OpenFlights airports.dat
KGE,Pacific/Guadalcanal,OpenFlights airports.dat
KGF,Asia/Qyzylorda,OpenFlights airports.dat
KGG,Africa/Dakar,OpenFlights airports.dat
KGI,Australia/Perth,OpenFlights airports.dat
KGJ,Africa/Blantyre,OpenFlights airports.dat
KGK,America/Anchorage,OpenFlights airports.dat
KGL,Africa/Kigali,OpenFlights airports.dat
KGO,Europe/Kiev,OpenFlights airports.dat
KGP,Asia/Yekaterinburg,OpenFlights airports.dat
KGS,Europe/Athens,OpenFlights airports.dat
KGT,Asia/Shanghai,OpenFlights airports.dat
KHC,Europe/Simferopol,OpenFlights airports.dat
KHD,Asia/Tehran,OpenFlights airports.dat
KHE,Europe/Kiev,OpenFlights airports.dat
KHG,Asia/Shanghai,OpenFlights airports.dat
KHH,Asia/Taipei,OpenFlights airports.dat
KHI,Asia/Karachi,OpenFlights airports.dat
KHJ,Europe/Helsinki,OpenFlights airports.dat
KHK,Asia/Tehran,OpenFlights airports.dat
KHM,Asia/Rangoon,OpenFlights airports.dat
KHN,Asia/Shanghai,OpenFlights airports.dat
KHS,Asia/Muscat,OpenFlights airports.dat
KHT,Asia/Kabul,OpenFlights airports.dat
KHV,Asia/Vladivostok,OpenFlights airports.dat
KHW,Africa/Gaborone,OpenFlights airports.dat
KHY,Asia/Tehran,OpenFlights airports.dat
KID,Europe/Stockholm,OpenFlights airports.dat
KIF,America/Toronto,OpenFlights airports.dat
KIH,Asia/Tehran,OpenFlights airports.dat
KIJ,Asia/Tokyo,OpenFlights airports.dat
KIK,Asia/Baghdad,OpenFlights airports.dat
KIM,Africa/Johannesburg,OpenFlights airports.dat
KIN,America/Jamaica,OpenFlights airports.dat
KIO,Pacific/Majuro,OpenFlights airports.dat
KIR,Europe/Dublin,OpenFlights airports.dat
KIS,Africa/Nairobi,OpenFlights airports.dat
KIT,Europe/Athens,OpenFlights airports.dat
KIV,Europe/Chisinau,OpenFlights airports.dat
KIW,Africa/Lusaka,OpenFlights airports.dat
KIX,Asia/Tokyo,OpenFlights airports.dat
KJA,Asia/Krasnoyarsk,OpenFlights airports.dat
KJI,Asia/Shanghai,OpenFlights airports.dat
KJK,Europe/Brussels,OpenFlights airports.dat
KJP,Asia/Tokyo,OpenFlights airports.dat
KKA,America/Anchorage,OpenFlights airports.dat
KKC,Asia/Bangkok,OpenFlights airports.dat
KKE,Pacific/Auckland,OpenFlights airports.dat
KKH,America/Anchorage,OpenFlights airports.dat
KKJ,Asia/Tokyo,OpenFlights airports.dat
KKN,Europe/Oslo,OpenFlights airports.dat
KKR,Pacific/Tahiti,OpenFlights airports.dat
KKS,Asia/Tehran,OpenFlights airports.dat
KKW,Africa/Kinshasa,OpenFlights airports.dat
KKX,Asia/Tokyo,OpenFlights airports.dat
KLC,Africa/Dakar,OpenFlights airports.dat
KLD,Europe/Moscow,OpenFlights airports.dat
KLF,Europe/Moscow,OpenFlights airports.dat
KLG,America/Anchorage,OpenFlights airports.dat
KLH,Asia/Calcutta,OpenFlights airports.dat
KLI,Africa/Kinshasa,OpenFlights airports.dat
KLM,Asia/Tehran,OpenFlights airports.dat
KLN,America/Anchorage,OpenFlights airports.dat
KLO,Asia/Manila,OpenFlights airports.dat
KLR,Europe/Stockholm,OpenFlights airports.dat
KLS,America/Los_Angeles,OpenFlights airports.dat
KLU,Europe/Vienna,OpenFlights airports.dat
KLV,Europe/Prague,OpenFlights airports.dat
KLW,America/Anchorage,OpenFlights airports.dat
KLX,Europe/Athens,OpenFlights airports.dat
KLZ,Africa/Johannesburg,OpenFlights airports.dat
KMA,Pacific/Port_Moresby,OpenFlights airports.dat
KMC,Asia/Riyadh,OpenFlights airports.dat
KME,Africa/Kigali,OpenFlights airports.dat
KMG,Asia/Shanghai,OpenFlights airports.dat
KMH,Africa/Johannesburg,OpenFlights airports.dat
KMI,Asia/Tokyo,OpenFlights airports.dat
KMJ,Asia/Tokyo,OpenFlights airports.dat
KMN,Africa/Lubumbashi,OpenFlights airports.dat
KMO,America/Anchorage,OpenFlights airports.dat
KMP,Africa/Windhoek,OpenFlights airports.dat
KMQ,Asia/Tokyo,OpenFlights airports.dat
KMS,Africa/Accra,OpenFlights airports.dat
KMU,Africa/Mogadishu,OpenFlights airports.dat
KMV,Asia/Rangoon,OpenFlights airports.dat
KMW,Europe/Moscow,OpenFlights airports.dat
KNA,America/Santiago,OpenFlights airports.dat
KND,Africa/Lubumbashi,OpenFlights airports.dat
KNF,Europe/London,OpenFlights airports.dat
KNG,Asia/Jayapura,OpenFlights airports.dat
KNH,Asia/Taipei,OpenFlights airports.dat
KNO,Asia/Jakarta,OpenFlights airports.dat
KNP,Africa/Luanda,OpenFlights airports.dat
KNQ,Pacific/Noumea,OpenFlights airports.dat
KNS,Australia/Melbourne,OpenFlights airports.dat
KNU,Asia/Calcutta,OpenFlights airports.dat
KNW,America/Anchorage,OpenFlights airports.dat
KNX,Australia/Perth,OpenFlights airports.dat
KOA,Pacific/Honolulu,OpenFlights airports.dat
KOC,Pacific/Noumea,OpenFlights airports.dat
KOE,Asia/Makassar,OpenFlights airports.dat
KOI,Europe/London,OpenFlights airports.dat
KOJ,Asia/Tokyo,OpenFlights airports.dat
KOK,Europe/Helsinki,OpenFlights airports.dat
KOP,Asia/Bangkok,OpenFlights airports.dat
KOQ,Europe/Berlin,OpenFlights airports.dat
KOS,Asia/Phnom_Penh,OpenFlights airports.dat
KOT,America/Anchorage,OpenFlights airports.dat
KOU,Africa/Libreville,OpenFlights airports.dat
KOV,Asia/Qyzylorda,OpenFlights airports.dat
KOW,Asia/Shanghai,OpenFlights airports.dat
KPC,America/Anchorage,OpenFlights airports.dat
KPN,America/Anchorage,OpenFlights airports.dat
KPO,Asia/Seoul,OpenFlights airports.dat
KPV,America/Anchorage,OpenFlights airports.dat
KQA,America/Anchorage,OpenFlights airports.dat
KQT,Asia/Dushanbe,OpenFlights airports.dat
KRB,Australia/Brisbane,OpenFlights airports.dat
KRF,Europe/Stockholm,OpenFlights airports.dat
KRH,Europe/London,OpenFlights airports.dat
KRI,Pacific/Port_Moresby,OpenFlights airports.dat
KRK,Europe/Warsaw,OpenFlights airports.dat
KRL,Asia/Shanghai,OpenFlights airports.dat
KRN,Europe/Stockholm,OpenFlights airports.dat
KRO,Asia/Yekaterinburg,OpenFlights airports.dat
KRP,Europe/Copenhagen,OpenFlights airports.dat
KRR,Europe/Moscow,OpenFlights airports.dat
KRS,Europe/Oslo,OpenFlights airports.dat
KRT,Africa/Khartoum,OpenFlights airports.dat
KRW,Asia/Ashgabat,OpenFlights airports.dat
KRY,Asia/Shanghai,OpenFlights airports.dat
KRZ,Africa/Kinshasa,OpenFlights airports.dat
KSA,Pacific/Kosrae,OpenFlights airports.dat
KSC,Europe/Bratislava,OpenFlights airports.dat
KSD,Europe/Stockholm,OpenFlights airports.dat
KSF,Europe/Berlin,OpenFlights airports.dat
KSH,Asia/Tehran,OpenFlights airports.dat
KSI,Africa/Conakry,OpenFlights airports.dat
KSJ,Europe/Athens,OpenFlights airports.dat
